partida_id,source,source_match_id,source_url,temporada_id,rodada,data,mandante,visitante,gols_mandante,gols_visitante,match_method,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
4960,Transfermarkt,2454662,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454662,2014,36,2014-11-23,Flamengo,Criciuma,1,1,exact,4-3-3 ofensivo,4-3-3 defensivo,Vanderlei Luxemburgo,Luizinho Vieira
4961,Transfermarkt,2454663,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454663,2014,36,2014-11-23,Sport,Fluminense,2,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Eduardo Baptista,Cristóvão Borges
4962,Transfermarkt,2454667,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454667,2014,36,2014-11-23,Cruzeiro,Goias,2,1,exact,4-4-2 duplo 6,4-3-1-2,Marcelo Oliveira,Ricardo Drubscky
4963,Transfermarkt,2454670,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454670,2014,36,2014-11-23,Figueirense,Vitoria,2,0,exact,3-5-2,4-4-2,Argel Fuchs,Ney Franco
4964,Transfermarkt,2454664,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454664,2014,36,2014-11-23,Corinthians,Gremio,1,0,exact,4-4-2 duplo 6,4-3-1-2,Mano Menezes,Luiz Felipe Scolari
4965,Transfermarkt,2454671,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454671,2014,36,2014-11-23,Chapecoense,Botafogo-RJ,2,0,exact,4-4-2,4-3-3,Celso Rodrigues,Vagner Mancini
4966,Transfermarkt,2454666,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454666,2014,36,2014-11-23,Coritiba,Palmeiras,2,0,exact,4-3-1-2,4-4-1-1,Marquinhos Santos,Dorival Júnior
4967,Transfermarkt,2454679,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454679,2014,37,2014-11-29,Criciuma,Sport,2,2,exact,4-3-3,4-4-2,Luizinho Vieira,Eduardo Baptista
4968,Transfermarkt,2454678,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454678,2014,37,2014-11-29,Internacional,Palmeiras,3,1,exact,4-4-2 duplo 6,4-3-2-1,Abel Braga,Dorival Júnior
4969,Transfermarkt,2454672,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454672,2014,37,2014-11-29,Flamengo,Vitoria,4,0,exact,4-3-1-2,4-3-2-1,Vanderlei Luxemburgo,Ney Franco
4970,Transfermarkt,2454674,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454674,2014,37,2014-11-30,Sao Paulo,Figueirense,1,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Muricy Ramalho,Argel Fuchs
4971,Transfermarkt,2454675,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454675,2014,37,2014-11-30,Santos,Botafogo-RJ,2,0,exact,4-3-3,4-4-2,Enderson Moreira,Vagner Mancini
4972,Transfermarkt,2454673,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454673,2014,37,2014-11-30,Fluminense,Corinthians,5,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Cristóvão Borges,Mano Menezes
4973,Transfermarkt,2454681,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454681,2014,37,2014-11-30,Chapecoense,Cruzeiro,1,1,exact,4-3-1-2,4-3-1-2,Celso Rodrigues,Marcelo Oliveira
4974,Transfermarkt,2454680,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454680,2014,37,2014-11-30,Atletico-MG,Coritiba,1,2,exact,4-2-3-1,3-3-3-1,Levir Culpi,Marquinhos Santos
4975,Transfermarkt,2454676,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454676,2014,37,2014-11-30,Athletico-PR,Goias,1,0,exact,4-3-3 defensivo,4-3-1-2,Claudinei Oliveira,Ricardo Drubscky
4976,Transfermarkt,2454677,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454677,2014,37,2014-11-30,Bahia,Gremio,1,0,exact,4-4-2,3-5-2,Charles,Luiz Felipe Scolari
4977,Transfermarkt,2454684,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454684,2014,38,2014-12-06,Corinthians,Criciuma,2,1,exact,4-4-2 duplo 6,4-3-3 defensivo,Mano Menezes,Luizinho Vieira
4978,Transfermarkt,2454690,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454690,2014,38,2014-12-06,Figueirense,Internacional,1,2,exact,4-4-2 duplo 6,3-3-3-1,Argel Fuchs,Abel Braga
4979,Transfermarkt,2454686,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454686,2014,38,2014-12-07,Coritiba,Bahia,3,2,exact,4-4-2,4-4-2,Marquinhos Santos,Charles
4980,Transfermarkt,2454688,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454688,2014,38,2014-12-07,Vitoria,Santos,0,1,exact,4-4-2 duplo 6,4-3-3 defensivo,Ney Franco,Enderson Moreira
4981,Transfermarkt,2454683,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454683,2014,38,2014-12-07,Sport,Sao Paulo,1,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Eduardo Baptista,Muricy Ramalho
4982,Transfermarkt,2454682,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454682,2014,38,2014-12-07,Botafogo-RJ,Atletico-MG,0,0,exact,4-3-3 ofensivo,4-3-1-2,Vagner Mancini,Levir Culpi
4983,Transfermarkt,2454685,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454685,2014,38,2014-12-07,Palmeiras,Athletico-PR,1,1,exact,4-3-2-1,4-4-2 duplo 6,Dorival Júnior,Claudinei Oliveira
4984,Transfermarkt,2454689,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454689,2014,38,2014-12-07,Gremio,Flamengo,1,1,exact,4-3-3 ofensivo,4-3-1-2,Luiz Felipe Scolari,Vanderlei Luxemburgo
4985,Transfermarkt,2454687,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454687,2014,38,2014-12-07,Cruzeiro,Fluminense,2,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Marcelo Oliveira,Cristóvão Borges
4986,Transfermarkt,2454691,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454691,2014,38,2014-12-07,Goias,Chapecoense,4,2,exact,3-5-2,4-5-1,Ricardo Drubscky,Celso Rodrigues
