edicao,fase,grupo,data,partida,time_1,placar,time_2,estadio,selecao,adversario,jogador,minuto,acrescimo,minuto_texto,tipo_oficial,tipo_tecnico,parte_corpo,tecnica,zona,xg,distancia_m,coordenada_x,coordenada_y,eh_penalti,eh_gol_contra,eh_falta,eh_cabeca,eh_fora_area,situacao,fonte_situacao,frase_situacao,fonte_oficial,fonte_tecnica,nivel_confianca,texto_original,gol_id,partida_id_local
1934,Oitavas de final,,27 de maio,Espanha 3 - 1 Brasil,Espanha,3 - 1,Brasil,"Stadio Luigi Ferraris, Gênova",Espanha,Brasil,Iraragorri,25,,25',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Iraragorri 25',80,1934-002
1934,Oitavas de final,,27 de maio,Espanha 3 - 1 Brasil,Espanha,3 - 1,Brasil,"Stadio Luigi Ferraris, Gênova",Espanha,Brasil,Lángara,28,,28',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lángara 28',81,1934-002
1934,Oitavas de final,,27 de maio,Espanha 3 - 1 Brasil,Espanha,3 - 1,Brasil,"Stadio Luigi Ferraris, Gênova",Brasil,Espanha,Leônidas,54,,54',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Leônidas 54',82,1934-002
1934,Oitavas de final,,27 de maio,Áustria 3 - 2 (pro) França,Áustria,3 - 2 (pro),França,"Stadio Benito Mussolini, Turim",Áustria,França,Sindelar,44,,44',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Sindelar 44',83,1934-003
1934,Oitavas de final,,27 de maio,Áustria 3 - 2 (pro) França,Áustria,3 - 2 (pro),França,"Stadio Benito Mussolini, Turim",Áustria,França,Schall,93,,93',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Schall 93',84,1934-003
1934,Oitavas de final,,27 de maio,Áustria 3 - 2 (pro) França,Áustria,3 - 2 (pro),França,"Stadio Benito Mussolini, Turim",Áustria,França,Bican,109,,109',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Bican 109',85,1934-003
1934,Oitavas de final,,27 de maio,Áustria 3 - 2 (pro) França,Áustria,3 - 2 (pro),França,"Stadio Benito Mussolini, Turim",França,Áustria,Nicolas,18,,18',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Nicolas 18',86,1934-003
1934,Oitavas de final,,27 de maio,Áustria 3 - 2 (pro) França,Áustria,3 - 2 (pro),França,"Stadio Benito Mussolini, Turim",França,Áustria,Verriest,116,,116',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Verriest 116' (pen.),87,1934-003
1934,Oitavas de final,,27 de maio,Hungria 4 - 2 Egito,Hungria,4 - 2,Egito,"Estádio Giorgio Ascarelli, Nápoles",Hungria,Egito,Teleki,11,,11',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Teleki 11',88,1934-004
1934,Oitavas de final,,27 de maio,Hungria 4 - 2 Egito,Hungria,4 - 2,Egito,"Estádio Giorgio Ascarelli, Nápoles",Hungria,Egito,Todi,27,,27',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Todi 27',89,1934-004
1934,Oitavas de final,,27 de maio,Hungria 4 - 2 Egito,Hungria,4 - 2,Egito,"Estádio Giorgio Ascarelli, Nápoles",Hungria,Egito,Todi,61,,61',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Todi 61',90,1934-004
1934,Oitavas de final,,27 de maio,Hungria 4 - 2 Egito,Hungria,4 - 2,Egito,"Estádio Giorgio Ascarelli, Nápoles",Hungria,Egito,Vincze,53,,53',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Vincze 53',91,1934-004
1934,Oitavas de final,,27 de maio,Hungria 4 - 2 Egito,Hungria,4 - 2,Egito,"Estádio Giorgio Ascarelli, Nápoles",Egito,Hungria,Fawzi,31,,31',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Fawzi 31',92,1934-004
1934,Oitavas de final,,27 de maio,Hungria 4 - 2 Egito,Hungria,4 - 2,Egito,"Estádio Giorgio Ascarelli, Nápoles",Egito,Hungria,Fawzi,39,,39',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Fawzi 39',93,1934-004
1934,Oitavas de final,,27 de maio,Tchecoslováquia 2 - 1 Romênia,Tchecoslováquia,2 - 1,Romênia,"Stadio Littorio, Trieste",Tchecoslováquia,Romênia,Puč,50,,50',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Puč 50',94,1934-005
1934,Oitavas de final,,27 de maio,Tchecoslováquia 2 - 1 Romênia,Tchecoslováquia,2 - 1,Romênia,"Stadio Littorio, Trieste",Tchecoslováquia,Romênia,Nejedlý,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Nejedlý 67',95,1934-005
1934,Oitavas de final,,27 de maio,Tchecoslováquia 2 - 1 Romênia,Tchecoslováquia,2 - 1,Romênia,"Stadio Littorio, Trieste",Romênia,Tchecoslováquia,Dobay,11,,11',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Dobay 11',96,1934-005
1934,Oitavas de final,,27 de maio,Suíça 3 - 2 Países Baixos,Suíça,3 - 2,Países Baixos,"Stadio San Siro, Milão",Suíça,Países Baixos,Kielholz,7,,7',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Bola rolando,Relato (Wikipedia EN),Switzerland took an early lead thanks to Leopold Kielholz finishing off a good piece of play from André Abegglen.,Wikipedia PT,,alta,Kielholz 7',97,1934-006
1934,Oitavas de final,,27 de maio,Suíça 3 - 2 Países Baixos,Suíça,3 - 2,Países Baixos,"Stadio San Siro, Milão",Suíça,Países Baixos,Kielholz,43,,43',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Kielholz 43',98,1934-006
1934,Oitavas de final,,27 de maio,Suíça 3 - 2 Países Baixos,Suíça,3 - 2,Países Baixos,"Stadio San Siro, Milão",Suíça,Países Baixos,Abegglen,69,,69',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Abegglen 69',99,1934-006
1934,Oitavas de final,,27 de maio,Suíça 3 - 2 Países Baixos,Suíça,3 - 2,Países Baixos,"Stadio San Siro, Milão",Países Baixos,Suíça,Smit,19,,19',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Smit 19',100,1934-006
1934,Oitavas de final,,27 de maio,Suíça 3 - 2 Países Baixos,Suíça,3 - 2,Países Baixos,"Stadio San Siro, Milão",Países Baixos,Suíça,Vente,84,,84',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Vente 84',101,1934-006
1934,Oitavas de final,,27 de maio,Alemanha 5 - 2 Bélgica,Alemanha,5 - 2,Bélgica,"Stadio Giovanni Berta, Florença",Alemanha,Bélgica,Kobierski,25,,25',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Kobierski 25',102,1934-007
1934,Oitavas de final,,27 de maio,Alemanha 5 - 2 Bélgica,Alemanha,5 - 2,Bélgica,"Stadio Giovanni Berta, Florença",Alemanha,Bélgica,Siffling,49,,49',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Siffling 49',103,1934-007
1934,Oitavas de final,,27 de maio,Alemanha 5 - 2 Bélgica,Alemanha,5 - 2,Bélgica,"Stadio Giovanni Berta, Florença",Alemanha,Bélgica,Conen,66,,66',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Conen 66',104,1934-007
1934,Oitavas de final,,27 de maio,Alemanha 5 - 2 Bélgica,Alemanha,5 - 2,Bélgica,"Stadio Giovanni Berta, Florença",Alemanha,Bélgica,Conen,70,,70',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Conen 70',105,1934-007
1934,Oitavas de final,,27 de maio,Alemanha 5 - 2 Bélgica,Alemanha,5 - 2,Bélgica,"Stadio Giovanni Berta, Florença",Alemanha,Bélgica,Conen,87,,87',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Conen 87',106,1934-007
1934,Oitavas de final,,27 de maio,Alemanha 5 - 2 Bélgica,Alemanha,5 - 2,Bélgica,"Stadio Giovanni Berta, Florença",Bélgica,Alemanha,Voorhoof,29,,29',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Voorhoof 29',107,1934-007
1934,Oitavas de final,,27 de maio,Alemanha 5 - 2 Bélgica,Alemanha,5 - 2,Bélgica,"Stadio Giovanni Berta, Florença",Bélgica,Alemanha,Voorhoof,43,,43',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Voorhoof 43',108,1934-007
1934,Oitavas de final,,27 de maio,Suécia 3 - 2 Argentina,Suécia,3 - 2,Argentina,"Stadio Littorale, Bolonha",Suécia,Argentina,Jonasson,9,,9',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Jonasson 9',109,1934-008
1934,Oitavas de final,,27 de maio,Suécia 3 - 2 Argentina,Suécia,3 - 2,Argentina,"Stadio Littorale, Bolonha",Suécia,Argentina,Jonasson,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Jonasson 67',110,1934-008
1934,Oitavas de final,,27 de maio,Suécia 3 - 2 Argentina,Suécia,3 - 2,Argentina,"Stadio Littorale, Bolonha",Suécia,Argentina,Kroon,79,,79',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Kroon 79',111,1934-008
1934,Oitavas de final,,27 de maio,Suécia 3 - 2 Argentina,Suécia,3 - 2,Argentina,"Stadio Littorale, Bolonha",Argentina,Suécia,Belis,4,,4',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Falta,Relato (Wikipedia EN),Argentina took the lead with a 25-yard free kick by Ernesto Belis.,Wikipedia PT,,alta,Belis 4',112,1934-008
1934,Oitavas de final,,27 de maio,Suécia 3 - 2 Argentina,Suécia,3 - 2,Argentina,"Stadio Littorale, Bolonha",Argentina,Suécia,Galateo,48,,48',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Galateo 48',113,1934-008
1934,Quartas de final,,31 de maio,Itália 1 - 1 Espanha,Itália,1 - 1,Espanha,"Stadio Giovanni Berta, Florença",Itália,Espanha,Ferrari,44,,44',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Ferrari 44',114,1934-009
1934,Quartas de final,,31 de maio,Itália 1 - 1 Espanha,Itália,1 - 1,Espanha,"Stadio Giovanni Berta, Florença",Espanha,Itália,Regueiro,30,,30',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Regueiro 30',115,1934-009
1934,Quartas de final,,31 de maio,Áustria 2 - 1 Hungria,Áustria,2 - 1,Hungria,"Stadio Littorale, Bolonha",Áustria,Hungria,Horvath,8,,8',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Horvath 8',116,1934-010
1934,Quartas de final,,31 de maio,Áustria 2 - 1 Hungria,Áustria,2 - 1,Hungria,"Stadio Littorale, Bolonha",Áustria,Hungria,Zischek,51,,51',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Zischek 51',117,1934-010
1934,Quartas de final,,31 de maio,Áustria 2 - 1 Hungria,Áustria,2 - 1,Hungria,"Stadio Littorale, Bolonha",Hungria,Áustria,Sárósi,60,,60',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Sárósi 60' (pen.),118,1934-010
1934,Quartas de final,,31 de maio,Tchecoslováquia 3 - 2 Suíça,Tchecoslováquia,3 - 2,Suíça,"Stadio Benito Mussolini, Turim",Tchecoslováquia,Suíça,Svoboda,24,,24',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Svoboda 24',119,1934-011
1934,Quartas de final,,31 de maio,Tchecoslováquia 3 - 2 Suíça,Tchecoslováquia,3 - 2,Suíça,"Stadio Benito Mussolini, Turim",Tchecoslováquia,Suíça,Sobotka,49,,49',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Sobotka 49',120,1934-011
1934,Quartas de final,,31 de maio,Tchecoslováquia 3 - 2 Suíça,Tchecoslováquia,3 - 2,Suíça,"Stadio Benito Mussolini, Turim",Tchecoslováquia,Suíça,Nejedlý,82,,82',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Nejedlý 82',121,1934-011
1934,Quartas de final,,31 de maio,Tchecoslováquia 3 - 2 Suíça,Tchecoslováquia,3 - 2,Suíça,"Stadio Benito Mussolini, Turim",Suíça,Tchecoslováquia,Kielholz,18,,18',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Contra-ataque,Relato (Wikipedia EN),"In a well-balanced game, Switzerland took the lead with Kielholz thanks to a counter-attacking play.",Wikipedia PT,,alta,Kielholz 18',122,1934-011
1934,Quartas de final,,31 de maio,Tchecoslováquia 3 - 2 Suíça,Tchecoslováquia,3 - 2,Suíça,"Stadio Benito Mussolini, Turim",Suíça,Tchecoslováquia,Jäggi,78,,78',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Jäggi 78',123,1934-011
1934,Quartas de final,,31 de maio,Alemanha 2 - 1 Suécia,Alemanha,2 - 1,Suécia,"Stadio San Siro, Milão",Alemanha,Suécia,Hohmann,60,,60',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Hohmann 60',124,1934-012
1934,Quartas de final,,31 de maio,Alemanha 2 - 1 Suécia,Alemanha,2 - 1,Suécia,"Stadio San Siro, Milão",Alemanha,Suécia,Hohmann,63,,63',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Hohmann 63',125,1934-012
1934,Quartas de final,,31 de maio,Alemanha 2 - 1 Suécia,Alemanha,2 - 1,Suécia,"Stadio San Siro, Milão",Suécia,Alemanha,Dunker,82,,82',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Dunker 82',126,1934-012
1934,Semifinal,,3 de junho,Itália 1 - 0 Áustria,Itália,1 - 0,Áustria,"Estádio San Siro, Milão",Itália,Áustria,Guaita,19,,19',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Guaita 19',127,1934-013
1934,Semifinal,,3 de junho,Tchecoslováquia 3 - 1 Alemanha,Tchecoslováquia,3 - 1,Alemanha,"Stadio Nazionale PNF, Roma",Tchecoslováquia,Alemanha,Nejedlý,19,,19',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Nejedlý 19',128,1934-014
1934,Semifinal,,3 de junho,Tchecoslováquia 3 - 1 Alemanha,Tchecoslováquia,3 - 1,Alemanha,"Stadio Nazionale PNF, Roma",Tchecoslováquia,Alemanha,Nejedlý,71,,71',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Nejedlý 71',129,1934-014
1934,Semifinal,,3 de junho,Tchecoslováquia 3 - 1 Alemanha,Tchecoslováquia,3 - 1,Alemanha,"Stadio Nazionale PNF, Roma",Tchecoslováquia,Alemanha,Nejedlý,80,,80',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Nejedlý 80',130,1934-014
1934,Semifinal,,3 de junho,Tchecoslováquia 3 - 1 Alemanha,Tchecoslováquia,3 - 1,Alemanha,"Stadio Nazionale PNF, Roma",Alemanha,Tchecoslováquia,Noack,62,,62',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Noack 62',131,1934-014
1934,Terceiro lugar,,7 de junho,Alemanha 3 - 2 Áustria,Alemanha,3 - 2,Áustria,"Estádio Giorgio Ascarelli, Nápoles",Alemanha,Áustria,Lehner,1,,1',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lehner 1',132,1934-015
1934,Terceiro lugar,,7 de junho,Alemanha 3 - 2 Áustria,Alemanha,3 - 2,Áustria,"Estádio Giorgio Ascarelli, Nápoles",Alemanha,Áustria,Lehner,42,,42',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lehner 42',133,1934-015
1934,Terceiro lugar,,7 de junho,Alemanha 3 - 2 Áustria,Alemanha,3 - 2,Áustria,"Estádio Giorgio Ascarelli, Nápoles",Alemanha,Áustria,Conen,27,,27',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Conen 27',134,1934-015
1934,Terceiro lugar,,7 de junho,Alemanha 3 - 2 Áustria,Alemanha,3 - 2,Áustria,"Estádio Giorgio Ascarelli, Nápoles",Áustria,Alemanha,Horvath,28,,28',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Horvath 28',135,1934-015
1934,Terceiro lugar,,7 de junho,Alemanha 3 - 2 Áustria,Alemanha,3 - 2,Áustria,"Estádio Giorgio Ascarelli, Nápoles",Áustria,Alemanha,Sesta,54,,54',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Sesta 54',136,1934-015
1934,Final,,10 de junho,Itália 2 - 1 (pro) Tchecoslováquia,Itália,2 - 1 (pro),Tchecoslováquia,"Stadio Nazionale PNF, Roma",Itália,Tchecoslováquia,Orsi,81,,81',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Orsi 81',137,1934-016
1934,Final,,10 de junho,Itália 2 - 1 (pro) Tchecoslováquia,Itália,2 - 1 (pro),Tchecoslováquia,"Stadio Nazionale PNF, Roma",Itália,Tchecoslováquia,Schiavio,95,,95',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Schiavio 95',138,1934-016
1934,Final,,10 de junho,Itália 2 - 1 (pro) Tchecoslováquia,Itália,2 - 1 (pro),Tchecoslováquia,"Stadio Nazionale PNF, Roma",Tchecoslováquia,Itália,Puč,71,,71',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Puč 71',139,1934-016
1938,Oitavas de final,,5 de junho,Itália 2 - 1 (pro) Noruega,Itália,2 - 1 (pro),Noruega,"Stade Vélodrome, Marselha",Itália,Noruega,Ferraris,2,,2',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Ferraris 2',140,1938-001
